date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:56:16	34735/34735	---M--	200	added ('OK')	application/javascript	date:Fri,%2021%20Sep%202018%2004:01:41%20GMT	https://www.lvpei.org/assets/sweetalert/sweetalert.js	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/assets/sweetalert/sweetalert.js	(from https://www.lvpei.org/)
14:56:17	13055/13055	---M--	200	added ('OK')	text/css	date:Fri,%2021%20Sep%202018%2004:01:41%20GMT	https://www.lvpei.org/assets/sweetalert/sweetalert.css	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/assets/sweetalert/sweetalert.css	(from https://www.lvpei.org/)
14:56:17	1958/1958	---M--	200	added ('OK')	text/css	date:Fri,%2019%20Oct%202018%2011:29:46%20GMT	https://www.lvpei.org/assets/site/css/bike.css	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/assets/site/css/bike.css	(from https://www.lvpei.org/)
14:56:17	271751/271751	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-42587%22	https://code.jquery.com/jquery-3.3.1.js	D:/Ai%20Chatbot/My_Bot_v1/code.jquery.com/jquery-3.3.1.js	(from https://www.lvpei.org/)
14:56:18	36868/36868	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c5b5b2fa19bd66ff23211d9f844e0131%22	https://maxcdn.bootstrapcdn.com/bootstrap/3.3.6/js/bootstrap.min.js	D:/Ai%20Chatbot/My_Bot_v1/maxcdn.bootstrapcdn.com/bootstrap/3.3.6/js/bootstrap.min.js	(from https://www.lvpei.org/)
14:56:18	85630/85630	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-14e7e%22	https://code.jquery.com/jquery-2.2.1.min.js	D:/Ai%20Chatbot/My_Bot_v1/code.jquery.com/jquery-2.2.1.min.js	(from https://www.lvpei.org/)
14:56:18	3854/3854	---M--	200	added ('OK')	application/javascript	date:Sat,%2025%20Nov%202017%2006:41:36%20GMT	https://www.lvpei.org/assets/js/jquery.font-accessibility.min.js	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/assets/js/jquery.font-accessibility.min.js	(from https://www.lvpei.org/)
14:56:18	1017/1017	---MC-	200	added ('OK')	text/javascript	date:Sat,%2006%20Sep%202025%2009:26:20%20GMT	https://www.google.com/recaptcha/api.js	D:/Ai%20Chatbot/My_Bot_v1/www.google.com/recaptcha/api.js	(from https://www.lvpei.org/)
14:56:19	68986/68986	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:20%20GMT	https://www.lvpei.org/patient-care/insurance-claim-companies	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/patient-care/insurance-claim-companies.html	(from https://www.lvpei.org/)
14:56:19	14709/14709	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Aug%202019%2006:35:27%20GMT	https://www.lvpei.org/assets/images/nabh-home-icon.jpg	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/assets/images/nabh-home-icon.jpg	(from https://www.lvpei.org/)
14:56:19	72599/72599	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Mar%202018%2007:21:48%20GMT	https://www.lvpei.org/assets/images/Nabh-Logo.jpg	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/assets/images/Nabh-Logo.jpg	(from https://www.lvpei.org/)
14:56:19	97584/97584	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:21%20GMT	https://www.lvpei.org/home	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/home.html	(from https://www.lvpei.org/)
14:56:20	1130/1130	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Sep%202025%2009:26:21%20GMT	https://www.lvpei.org/images/logo-dark.png	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/images/logo-dark.png	(from https://www.lvpei.org/)
14:56:20	14277/14277	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Mar%202017%2010:30:28%20GMT	https://www.lvpei.org/assets/images/logo.png	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/assets/images/logo.png	(from https://www.lvpei.org/)
14:56:20	12658/12658	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Mar%202017%2004:51:35%20GMT	https://www.lvpei.org/assets/images/logo@2x.png	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/assets/images/logo@2x.png	(from https://www.lvpei.org/)
14:56:20	63506/63506	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:22%20GMT	https://www.lvpei.org/services/eyebank/uniform-donor-pledge	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/services/eyebank/uniform-donor-pledge.html	(from https://www.lvpei.org/)
14:56:20	63104/63104	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:22%20GMT	https://www.lvpei.org/patient-care	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/patient-care.html	(from https://www.lvpei.org/)
14:56:21	68996/68996	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:22%20GMT	https://www.lvpei.org/contact-us	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/contact-us.html	(from https://www.lvpei.org/)
14:56:21	64909/64909	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:23%20GMT	https://www.lvpei.org/find-doctor	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/find-doctor.html	(from https://www.lvpei.org/)
14:56:21	54858/54858	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:23%20GMT	https://www.lvpei.org/patient-care/outpatients	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/patient-care/outpatients.html	(from https://www.lvpei.org/)
14:56:21	58261/58261	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:23%20GMT	https://www.lvpei.org/patient-care/surgeries-inpatient	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/patient-care/surgeries-inpatient.html	(from https://www.lvpei.org/)
14:56:22	49891/49891	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:23%20GMT	https://www.lvpei.org/patient-care/pre-surgical-form	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/patient-care/pre-surgical-form.html	(from https://www.lvpei.org/)
14:56:22	55577/55577	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:23%20GMT	https://www.lvpei.org/patient-care/international-patients	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/patient-care/international-patients.html	(from https://www.lvpei.org/)
14:56:22	59107/59107	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:24%20GMT	https://www.lvpei.org/lvpei-experience	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/lvpei-experience.html	(from https://www.lvpei.org/)
14:56:22	60936/60936	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:24%20GMT	https://www.lvpei.org/patient-care/elderly-icare	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/patient-care/elderly-icare.html	(from https://www.lvpei.org/)
14:56:22	55037/55037	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:24%20GMT	https://www.lvpei.org/sub-speciality/cornea	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/sub-speciality/cornea.html	(from https://www.lvpei.org/)
14:56:23	72350/72350	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:24%20GMT	https://www.lvpei.org/sub-speciality/cataract	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/sub-speciality/cataract.html	(from https://www.lvpei.org/)
14:56:23	94302/94302	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:25%20GMT	https://www.lvpei.org/sub-speciality/retina	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/sub-speciality/retina.html	(from https://www.lvpei.org/)
14:56:23	64008/64008	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:25%20GMT	https://www.lvpei.org/sub-speciality/glaucoma	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/sub-speciality/glaucoma.html	(from https://www.lvpei.org/)
14:56:23	62229/62229	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:25%20GMT	https://www.lvpei.org/sub-speciality/uveitis	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/sub-speciality/uveitis.html	(from https://www.lvpei.org/)
14:56:24	86688/86688	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:25%20GMT	https://www.lvpei.org/sub-speciality/lasik	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/sub-speciality/lasik.html	(from https://www.lvpei.org/)
14:56:24	52325/52325	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:26%20GMT	https://www.lvpei.org/sub-speciality/contact-lens	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/sub-speciality/contact-lens.html	(from https://www.lvpei.org/)
14:56:24	66098/66098	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:26%20GMT	https://www.lvpei.org/sub-speciality/pediatric-ophthalmology	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/sub-speciality/pediatric-ophthalmology.html	(from https://www.lvpei.org/)
14:56:24	83658/83658	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:26%20GMT	https://www.lvpei.org/sub-speciality/ophthalmic-plastic	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/sub-speciality/ophthalmic-plastic.html	(from https://www.lvpei.org/)
14:56:25	53113/53113	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:26%20GMT	https://www.lvpei.org/sub-speciality/eye-cancer	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/sub-speciality/eye-cancer.html	(from https://www.lvpei.org/)
14:56:25	55859/55859	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:26%20GMT	https://www.lvpei.org/sub-speciality/binocular-vision-and-orthoptics	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/sub-speciality/binocular-vision-and-orthoptics.html	(from https://www.lvpei.org/)
14:56:25	56549/56549	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:27%20GMT	https://www.lvpei.org/services/vision-rehabilitation	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/services/vision-rehabilitation.html	(from https://www.lvpei.org/)
14:56:25	61965/61965	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:27%20GMT	https://www.lvpei.org/sub-speciality/myopia	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/sub-speciality/myopia.html	(from https://www.lvpei.org/)
14:56:25	56335/56335	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:27%20GMT	https://www.lvpei.org/services/eyebank	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/services/eyebank.html	(from https://www.lvpei.org/)
14:56:26	70611/70611	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:27%20GMT	https://www.lvpei.org/services/icare	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/services/icare.html	(from https://www.lvpei.org/)
14:56:26	62430/62430	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:28%20GMT	https://www.lvpei.org/services/research	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/services/research.html	(from https://www.lvpei.org/)
14:56:26	55643/55643	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:28%20GMT	https://www.lvpei.org/services/education	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/services/education.html	(from https://www.lvpei.org/)
14:56:26	50574/50574	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:28%20GMT	https://www.lvpei.org/services/innovation	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/services/innovation.html	(from https://www.lvpei.org/)
14:56:27	53658/53658	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:28%20GMT	https://www.lvpei.org/services/capacity-building	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/services/capacity-building.html	(from https://www.lvpei.org/)
14:56:27	52985/52985	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:28%20GMT	https://www.lvpei.org/services/advocacy-planning	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/services/advocacy-planning.html	(from https://www.lvpei.org/)
14:56:27	53106/53106	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:29%20GMT	https://www.lvpei.org/services/product-development	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/services/product-development.html	(from https://www.lvpei.org/)
14:56:27	85704/85704	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:29%20GMT	https://www.lvpei.org/partner-donation	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/partner-donation.html	(from https://www.lvpei.org/)
14:56:27	60302/60302	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:29%20GMT	https://www.lvpei.org/news-events	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/news-events.html	(from https://www.lvpei.org/)
14:56:28	52350/52350	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:29%20GMT	https://www.lvpei.org/media-events	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/media-events.html	(from https://www.lvpei.org/)
14:56:28	56482/56482	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:30%20GMT	https://www.lvpei.org/press-events	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/press-events.html	(from https://www.lvpei.org/)
14:56:28	61220/61220	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:30%20GMT	https://www.lvpei.org/about-us	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/about-us.html	(from https://www.lvpei.org/)
14:56:28	626604/626604	---M--	200	added ('OK')	application/pdf	date:Tue,%2019%20Sep%202023%2009:24:33%20GMT	https://www.lvpei.org/assets/images/about/founders-vision.pdf	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/assets/images/about/founders-vision.pdf	(from https://www.lvpei.org/)
14:56:29	56442/56442	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:30%20GMT	https://www.lvpei.org/about-us/mission-vision	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/about-us/mission-vision.html	(from https://www.lvpei.org/)
14:56:29	55931/55931	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:30%20GMT	https://www.lvpei.org/about-us/institutes-of-excellence	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/about-us/institutes-of-excellence.html	(from https://www.lvpei.org/)
14:56:29	58441/58441	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:31%20GMT	https://www.lvpei.org/about-us/senior-leadership	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/about-us/senior-leadership.html	(from https://www.lvpei.org/)
14:56:29	56012/56012	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:31%20GMT	https://www.lvpei.org/about-us/our-team	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/about-us/our-team.html	(from https://www.lvpei.org/)
14:56:29	67614/67614	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:31%20GMT	https://www.lvpei.org/about-us/board-members	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/about-us/board-members.html	(from https://www.lvpei.org/)
14:56:30	55197/55197	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:31%20GMT	https://www.lvpei.org/about-us/distinguishedchair	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/about-us/distinguishedchair.html	(from https://www.lvpei.org/)
14:56:30	50794/50794	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:32%20GMT	https://www.lvpei.org/about-us/from-chairman	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/about-us/from-chairman.html	(from https://www.lvpei.org/)
14:56:30	56206/56206	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:32%20GMT	https://www.lvpei.org/about-us/annual-report	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/about-us/annual-report.html	(from https://www.lvpei.org/)
14:56:31	50453/50453	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:32%20GMT	https://www.lvpei.org/about-us/monthly-newsletters	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/about-us/monthly-newsletters.html	(from https://www.lvpei.org/)
14:56:31	62082/62082	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:32%20GMT	https://www.lvpei.org/donor-stories	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/donor-stories.html	(from https://www.lvpei.org/)
14:56:31	51775/51775	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:33%20GMT	https://www.lvpei.org/about-us/eflip-books	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/about-us/eflip-books.html	(from https://www.lvpei.org/)
14:56:32	77289/77289	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:33%20GMT	https://www.lvpei.org/careers	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/careers.html	(from https://www.lvpei.org/)
14:56:32	230604/230604	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Apr%202024%2006:18:54%20GMT	https://www.lvpei.org/assets/images/events/thumbs/network-map.png	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/assets/images/events/thumbs/network-map.png	(from https://www.lvpei.org/)
14:56:33	29354/29354	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Jun%202023%2010:12:08%20GMT	https://www.lvpei.org/assets/images/events/thumbs/values.png	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/assets/images/events/thumbs/values.png	(from https://www.lvpei.org/)
14:56:33	217781/217781	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Jun%202024%2010:09:45%20GMT	https://www.lvpei.org/assets/images/events/thumbs/scimago.jpg	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/assets/images/events/thumbs/scimago.jpg	(from https://www.lvpei.org/)
14:56:33	235890/235890	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Apr%202024%2006:18:54%20GMT	https://www.lvpei.org/assets/images/events/thumbs/pyramid.png	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/assets/images/events/thumbs/pyramid.png	(from https://www.lvpei.org/)
14:56:33	25372/25372	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20May%202024%2007:08:49%20GMT	https://www.lvpei.org/storage/patient_stories/PS_1716016129_thumb.jpg	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/storage/patient_stories/PS_1716016129_thumb.jpg	(from https://www.lvpei.org/)
14:56:33	52727/52727	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20May%202024%2007:26:31%20GMT	https://www.lvpei.org/storage/patient_stories/PS_1716017191_thumb.jpg	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/storage/patient_stories/PS_1716017191_thumb.jpg	(from https://www.lvpei.org/)
14:56:33	34398/34398	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Feb%202025%2011:57:41%20GMT	https://www.lvpei.org/storage/patient_stories/PS_1739879861_thumb.jpg	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/storage/patient_stories/PS_1739879861_thumb.jpg	(from https://www.lvpei.org/)
14:56:34	58718/58718	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:35%20GMT	https://www.lvpei.org/patient-story/dedication-on-display-a-case-of-using-the-lvpei-eye-care-pyramid-network-to-ascertain-the-outcome-of-a-surgery-for-a-post-operative-no-show-patient-	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/patient-story/dedication-on-display-a-case-of-using-the-lvpei-eye-care-pyramid-network-to-ascertain-the-outcome-of-a-surgery-for-a-post-operative-no-show-patient-.html	(from https://www.lvpei.org/)
14:56:34	8107/8107	---M--	200	added ('OK')	image/jpeg	date:Thu,%2006%20Apr%202023%2006:00:46%20GMT	https://www.lvpei.org/storage/patient_stories/PS_1680760846_thumb.jpg	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/storage/patient_stories/PS_1680760846_thumb.jpg	(from https://www.lvpei.org/)
14:56:34	56627/56627	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:36%20GMT	https://www.lvpei.org/patient-story/impact-of-lvpei-eye-health-pyramid	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/patient-story/impact-of-lvpei-eye-health-pyramid.html	(from https://www.lvpei.org/)
14:56:35	54013/54013	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:36%20GMT	https://www.lvpei.org/news-event/sohini-mandal-cornea-faculty-eposter-award	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/news-event/sohini-mandal-cornea-faculty-eposter-award.html	(from https://www.lvpei.org/)
14:56:35	11406/11406	---M--	200	added ('OK')	image/jpeg	date:Fri,%2005%20Sep%202025%2004:48:46%20GMT	https://www.lvpei.org/storage/news_events/PS_1757047726_thumb.jpg	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/storage/news_events/PS_1757047726_thumb.jpg	(from https://www.lvpei.org/)
14:56:35	53913/53913	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2009:26:37%20GMT	https://www.lvpei.org/news-event/usicon-2025-conference	D:/Ai%20Chatbot/My_Bot_v1/www.lvpei.org/news-event/usicon-2025-conference.html	(from https://www.lvpei.org/)
